Order_ID,Order_Date,City,Category,Product,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Mode,Rating,Delivery_Days
1041,2025-02-10,Chennai,Furniture,Table,6,60660,10,327564.0,254546.05,73017.95,UPI,5,6
1042,2025-02-11,Mumbai,Furniture,Sofa,6,42475,20,203880.0,146356.02,57523.98,Card,3,5
1043,2025-02-12,Mumbai,Clothing,Jacket,5,10040,25,37650.0,28405.79,9244.21,Card,4,5
1044,2025-02-13,Delhi,Grocery,Rice,3,16864,5,48062.4,38829.03,9233.37,Net Banking,4,2
1045,2025-02-14,Mumbai,Grocery,Oil,6,5111,10,27599.4,20567.34,7032.06,Cash,3,8
1046,2025-02-15,Mumbai,Grocery,Tea,3,28163,20,67591.2,51050.78,16540.42,UPI,2,8
1047,2025-02-16,Pune,Grocery,Rice,3,52491,0,157473.0,117720.59,39752.41,Card,3,1
1048,2025-02-17,Chennai,Furniture,Chair,2,58179,5,110540.1,75451.4,35088.7,Card,3,8
1049,2025-02-18,Surat,Clothing,Shirt,5,31477,5,149515.75,99892.43,49623.32,UPI,3,5
1050,2025-02-19,Delhi,Clothing,Shoes,6,49615,25,223267.5,193098.83,30168.67,Cash,3,2
1051,2025-02-20,Pune,Furniture,Table,1,61390,5,58320.5,44477.8,13842.7,UPI,1,2
1052,2025-02-21,Hyderabad,Clothing,Shirt,4,66887,10,240793.2,153029.76,87763.44,Cash,1,6
1053,2025-02-22,Chennai,Furniture,Bed,7,18571,20,103997.6,75334.48,28663.12,Card,5,9
1054,2025-02-23,Chennai,Grocery,Rice,1,59775,20,47820.0,31830.04,15989.96,Cash,4,1
1055,2025-02-24,Hyderabad,Furniture,Chair,5,72869,0,364345.0,319454.83,44890.17,Net Banking,3,6
1056,2025-02-25,Surat,Grocery,Oil,4,12438,25,37314.0,20621.1,16692.9,Card,4,9
1057,2025-02-26,Mumbai,Grocery,Oil,5,35695,0,178475.0,112236.94,66238.06,Net Banking,3,8
1058,2025-02-27,Pune,Electronics,Mobile,3,4500,5,12825.0,8693.75,4131.25,UPI,5,6
1059,2025-02-28,Bengaluru,Furniture,Bed,4,71088,0,284352.0,204941.99,79410.01,UPI,5,3
1060,2025-03-01,Delhi,Electronics,Headphones,3,38804,10,104770.8,88823.23,15947.57,UPI,2,8
1061,2025-03-02,Bengaluru,Furniture,Chair,1,69949,20,55959.2,32498.9,23460.3,Cash,3,9
1062,2025-03-03,Hyderabad,Furniture,Table,1,21264,5,20200.8,16808.13,3392.67,Card,5,1
1063,2025-03-04,Chennai,Electronics,Laptop,4,38994,0,155976.0,88825.01,67150.99,UPI,5,9
1064,2025-03-05,Surat,Electronics,Laptop,4,3873,25,11619.0,9815.85,1803.15,UPI,4,6
1065,2025-03-06,Chennai,Furniture,Sofa,6,12661,10,68369.4,38838.77,29530.63,Card,4,6
1066,2025-03-07,Delhi,Clothing,Jeans,5,27850,10,125325.0,69728.93,55596.07,UPI,2,4
1067,2025-03-08,Chennai,Grocery,Snacks,6,25851,0,155106.0,123144.32,31961.68,Net Banking,5,1
1068,2025-03-09,Chennai,Electronics,Smart Watch,5,15805,20,63220.0,56837.27,6382.73,Card,3,10
1069,2025-03-10,Delhi,Grocery,Oil,6,75853,0,455118.0,393137.11,61980.89,Card,5,8
1070,2025-03-11,Pune,Clothing,Shoes,3,77297,5,220296.45,165574.69,54721.76,Card,4,2
1071,2025-03-12,Pune,Clothing,Jeans,4,66453,0,265812.0,231545.77,34266.23,Net Banking,4,1
1072,2025-03-13,Delhi,Clothing,Jacket,1,57958,10,52162.2,28785.97,23376.23,Card,4,2
1073,2025-03-14,Surat,Electronics,Smart Watch,5,20858,0,104290.0,92950.91,11339.09,Net Banking,3,1
1074,2025-03-15,Hyderabad,Clothing,Jacket,5,3767,20,15068.0,10875.51,4192.49,Card,2,1
1075,2025-03-16,Chennai,Electronics,Laptop,1,39013,25,29259.75,23495.98,5763.77,Cash,3,9
1076,2025-03-17,Surat,Clothing,Jacket,6,26592,15,650000.0,422500.0,227500.0,UPI,2,1
1077,2025-03-18,Chennai,Grocery,Rice,5,11838,0,59190.0,47438.42,11751.58,Cash,5,4
1078,2025-03-19,Hyderabad,Grocery,Tea,7,912,20,5107.2,3765.35,1341.85,UPI,3,10
1079,2025-03-20,Pune,Furniture,Chair,3,8043,20,19303.2,13836.86,5466.34,Net Banking,1,6
1080,2025-03-21,Surat,Grocery,Tea,4,33996,25,101988.0,86027.28,15960.72,Cash,5,7
1081,2025-03-22,Mumbai,Furniture,Bed,1,61192,10,55072.8,34243.01,20829.79,Card,5,2
1082,2025-03-23,Mumbai,Grocery,Snacks,4,44925,20,143760.0,127773.59,15986.41,UPI,5,6
1083,2025-03-24,Mumbai,Electronics,Mobile,7,39256,20,219833.6,175610.41,44223.19,UPI,5,7
1084,2025-03-25,Pune,Grocery,Oil,5,19388,20,77552.0,48068.86,29483.14,Cash,2,10
1085,2025-03-26,Pune,Furniture,Table,5,36235,20,144940.0,117066.08,27873.92,Net Banking,3,10
1086,2025-03-27,Hyderabad,Furniture,Sofa,7,47795,5,317836.75,233751.13,84085.62,Cash,5,2
1087,2025-03-28,Chennai,Clothing,Shirt,1,18455,5,17532.25,13982.5,3549.75,Net Banking,4,2
1088,2025-03-29,Hyderabad,Electronics,Laptop,3,38341,10,103520.7,84754.76,18765.94,Net Banking,2,10
1089,2025-03-30,Hyderabad,Grocery,Rice,2,71140,0,142280.0,82600.88,59679.12,UPI,5,7
1090,2025-03-31,Pune,Clothing,Jacket,1,66010,20,52808.0,38398.62,14409.38,Cash,3,1
1091,2025-04-01,Mumbai,Grocery,Rice,2,35411,25,53116.5,46540.94,6575.56,Cash,3,8
1092,2025-04-02,Bengaluru,Grocery,Oil,7,59531,0,416717.0,275960.32,140756.68,Net Banking,4,3
1093,2025-04-03,Chennai,Clothing,Shirt,6,7857,25,35356.5,26795.24,8561.26,Cash,4,6
1094,2025-04-04,Pune,Clothing,Jeans,2,32979,0,65958.0,44800.7,21157.3,Card,4,9
1095,2025-04-05,Mumbai,Clothing,Jeans,3,61976,10,167335.2,118639.62,48695.58,Card,2,6
1096,2025-04-06,Surat,Clothing,Jacket,6,45311,20,217492.8,161382.07,56110.73,Cash,5,9
1097,2025-04-07,Bengaluru,Clothing,Jeans,2,36708,20,58732.8,43586.94,15145.86,Cash,3,7
1098,2025-04-08,Bengaluru,Grocery,Oil,7,20650,15,122867.5,76252.27,46615.23,Net Banking,2,9
1099,2025-04-09,Pune,Clothing,Shirt,6,71680,25,322560.0,254693.39,67866.61,Card,5,2
1100,2025-04-10,Delhi,Electronics,Smart Watch,7,43786,0,306502.0,178002.21,128499.79,Card,5,8
1101,2025-04-11,Chennai,Furniture,Chair,2,68950,0,137900.0,82545.38,55354.62,UPI,5,8
1102,2025-04-12,Bengaluru,Clothing,Shirt,7,21852,5,145315.8,80061.57,65254.23,Net Banking,5,2
1103,2025-04-13,Pune,Clothing,Shoes,3,55569,15,141700.95,83723.1,57977.85,UPI,4,4
1104,2025-04-14,Pune,Grocery,Tea,2,14897,5,28304.3,20254.79,8049.51,Card,4,7
1105,2025-04-15,Mumbai,Clothing,Jeans,2,42055,5,79904.5,60898.07,19006.43,Net Banking,2,4
1106,2025-04-16,Surat,Clothing,Shirt,2,47459,5,90172.1,74662.62,15509.48,Cash,3,4
1107,2025-04-17,Delhi,Clothing,Jacket,1,1228,25,921.0,540.94,380.06,Net Banking,3,6
1108,2025-04-18,Chennai,Grocery,Tea,1,51017,25,38262.75,32437.42,5825.33,Cash,3,10
1109,2025-04-19,Hyderabad,Clothing,Jacket,1,66734,10,60060.6,48714.62,11345.98,Cash,4,6
1110,2025-04-20,Surat,Furniture,Table,3,40454,10,109225.8,75691.45,33534.35,Net Banking,4,10
1111,2025-04-21,Surat,Grocery,Snacks,6,47780,5,272346.0,238718.98,33627.02,Cash,2,3
1112,2025-04-22,Mumbai,Furniture,Sofa,7,79959,15,475756.05,426670.07,49085.98,UPI,3,9
1113,2025-04-23,Bengaluru,Grocery,Snacks,5,17279,0,86395.0,53716.15,32678.85,Card,4,10
1114,2025-04-24,Bengaluru,Clothing,Shoes,2,64432,25,96648.0,65984.49,30663.51,Cash,1,2
1115,2025-04-25,Mumbai,Furniture,Sofa,7,73436,15,436944.2,382001.66,54942.54,UPI,5,6
1116,2025-04-26,Pune,Grocery,Snacks,2,24966,20,39945.6,32058.69,7886.91,Cash,4,7
1117,2025-04-27,Bengaluru,Electronics,Headphones,3,37439,25,84237.75,47748.75,36489.0,Card,4,9
1118,2025-04-28,Delhi,Clothing,Shirt,2,70396,25,105594.0,86959.83,18634.17,UPI,4,3
1119,2025-04-29,Chennai,Grocery,Oil,1,35770,10,32193.0,27035.02,5157.98,Card,5,10
1120,2025-04-30,Surat,Electronics,Mobile,5,59663,0,298315.0,242433.34,55881.66,Card,3,3
1121,2025-05-01,Surat,Grocery,Snacks,4,52434,0,209736.0,174046.9,35689.1,UPI,4,7
1122,2025-05-02,Delhi,Electronics,Laptop,2,65395,20,104632.0,87764.95,16867.05,UPI,4,4
1123,2025-05-03,Bengaluru,Clothing,Jacket,7,32807,20,183719.2,113031.72,70687.48,UPI,3,8
1124,2025-05-04,Surat,Furniture,Table,1,54598,25,40948.5,25899.6,15048.9,Net Banking,5,7
1125,2025-05-05,Hyderabad,Electronics,Mobile,4,61421,5,233399.8,180141.58,53258.22,UPI,5,5
1126,2025-05-06,Chennai,Grocery,Tea,5,5986,10,26937.0,23374.67,3562.33,UPI,4,7
1127,2025-05-07,Chennai,Clothing,Shoes,4,8835,10,31806.0,21013.23,10792.77,UPI,5,3
1128,2025-05-08,Surat,Electronics,Headphones,1,11630,25,8722.5,6593.4,2129.1,UPI,5,2
1129,2025-05-09,Mumbai,Grocery,Snacks,6,61066,15,311436.6,245737.09,65699.51,Cash,4,6
1130,2025-05-10,Surat,Grocery,Snacks,6,67203,5,383057.1,271274.15,111782.95,Net Banking,5,2
1131,2025-05-11,Mumbai,Grocery,Rice,4,27692,25,83076.0,66446.17,16629.83,Card,4,3
1132,2025-05-12,Surat,Electronics,Laptop,3,1562,5,4451.7,3850.2,601.5,UPI,4,6
1133,2025-05-13,Hyderabad,Electronics,Smart Watch,7,22045,5,146599.25,112652.07,33947.18,Cash,4,5
1134,2025-05-14,Pune,Electronics,Headphones,7,22189,5,147556.85,109033.21,38523.64,Cash,5,8
1135,2025-05-15,Chennai,Furniture,Table,4,11674,25,35022.0,24640.1,10381.9,Cash,2,9
1136,2025-05-16,Surat,Electronics,Smart Watch,2,9848,10,17726.4,13332.38,4394.02,Card,5,3
1137,2025-05-17,Hyderabad,Electronics,Laptop,2,24214,10,43585.2,29392.85,14192.35,UPI,5,10
1138,2025-05-18,Mumbai,Electronics,Headphones,7,38602,5,256703.3,176359.98,80343.32,Net Banking,1,3
1139,2025-05-19,Mumbai,Furniture,Bed,7,74960,15,446012.0,328331.79,117680.21,Net Banking,5,3
1140,2025-05-20,Chennai,Electronics,Smart Watch,6,7301,0,43806.0,25114.71,18691.29,Cash,2,6
1141,2025-05-21,Delhi,Grocery,Oil,3,72767,25,163725.75,103173.24,60552.51,Card,3,1
1142,2025-05-22,Surat,Electronics,Smart Watch,1,48636,0,48636.0,35990.51,12645.49,Card,5,7
1143,2025-05-23,Bengaluru,Grocery,Oil,2,24125,15,41012.5,28751.19,12261.31,Card,2,1
1144,2025-05-24,Mumbai,Grocery,Tea,7,73092,25,383733.0,255752.49,127980.51,Net Banking,5,5
1145,2025-05-25,Pune,Grocery,Oil,6,77552,5,442046.4,356153.34,85893.06,Cash,5,10
1146,2025-05-26,Pune,Furniture,Sofa,5,44761,10,201424.5,159689.58,41734.92,UPI,4,8
1147,2025-05-27,Mumbai,Furniture,Sofa,6,2042,0,12252.0,7453.57,4798.43,Net Banking,1,4
1148,2025-05-28,Delhi,Furniture,Bed,2,22177,20,35483.2,30427.56,5055.64,Cash,3,5
1149,2025-05-29,Delhi,Electronics,Smart Watch,2,47232,20,75571.2,54668.08,20903.12,Cash,4,4
1150,2025-05-30,Hyderabad,Grocery,Oil,6,50843,15,259299.3,209905.72,49393.58,UPI,5,4
1151,2025-05-31,Pune,Furniture,Bed,1,39581,5,550000.0,357500.0,192500.0,UPI,4,8
1152,2025-06-01,Hyderabad,Furniture,Chair,4,63356,0,253424.0,227876.94,25547.06,UPI,3,2
1153,2025-06-02,Pune,Electronics,Laptop,2,19565,5,37173.5,30234.74,6938.76,Card,4,1
1154,2025-06-03,Surat,Furniture,Bed,6,55193,0,331158.0,264079.68,67078.32,UPI,4,3
1155,2025-06-04,Surat,Electronics,Smart Watch,7,27462,15,163398.9,134395.62,29003.28,Cash,5,9
1156,2025-06-05,Bengaluru,Clothing,Shoes,6,28795,15,146854.5,88126.62,58727.88,UPI,2,4
1157,2025-06-06,Surat,Furniture,Table,3,14307,20,34336.8,21343.43,12993.37,Cash,5,10
1158,2025-06-07,Bengaluru,Clothing,Jacket,4,42848,5,162822.4,130245.29,32577.11,Net Banking,4,5
1159,2025-06-08,Surat,Electronics,Laptop,5,26932,25,100995.0,73008.63,27986.37,Card,5,2
1160,2025-06-09,Chennai,Grocery,Oil,1,58354,20,46683.2,38005.84,8677.36,Net Banking,3,4
1161,2025-06-10,Surat,Furniture,Bed,5,40762,5,193619.5,113465.02,80154.48,Net Banking,4,2
1162,2025-06-11,Hyderabad,Electronics,Laptop,4,37580,20,120256.0,88721.09,31534.91,Cash,5,2
1163,2025-06-12,Mumbai,Grocery,Rice,4,1824,25,5472.0,3735.12,1736.88,Net Banking,2,4
1164,2025-06-13,Hyderabad,Grocery,Tea,4,36409,10,131072.4,93054.86,38017.54,Cash,5,6
1165,2025-06-14,Mumbai,Clothing,Shoes,5,20370,10,91665.0,69792.38,21872.62,UPI,4,7
1166,2025-06-15,Delhi,Electronics,Headphones,7,35078,10,220991.4,160395.76,60595.64,UPI,1,10
1167,2025-06-16,Hyderabad,Grocery,Tea,4,72624,10,261446.4,193196.14,68250.26,Cash,3,3
1168,2025-06-17,Delhi,Furniture,Table,6,27290,0,163740.0,117929.66,45810.34,UPI,4,3
1169,2025-06-18,Bengaluru,Furniture,Sofa,5,25789,10,116050.5,80438.58,35611.92,Card,1,10
1170,2025-06-19,Bengaluru,Clothing,Shoes,4,55629,25,166887.0,136873.82,30013.18,Net Banking,4,6
1171,2025-06-20,Chennai,Grocery,Snacks,6,15985,15,81523.5,45186.12,36337.38,Card,3,3
1172,2025-06-21,Surat,Electronics,Smart Watch,7,44982,15,267642.9,203262.72,64380.18,Net Banking,4,2
1173,2025-06-22,Hyderabad,Furniture,Table,3,5248,0,15744.0,11775.38,3968.62,UPI,1,8
1174,2025-06-23,Delhi,Grocery,Snacks,7,9935,10,62590.5,50113.88,12476.62,Card,5,5
1175,2025-06-24,Mumbai,Grocery,Rice,4,4209,10,15152.4,11510.68,3641.72,UPI,5,1
1176,2025-06-25,Bengaluru,Clothing,Jacket,5,30855,10,138847.5,116545.76,22301.74,Net Banking,5,3
1177,2025-06-26,Surat,Furniture,Bed,2,56271,20,90033.6,79740.61,10292.99,Cash,5,10
1178,2025-06-27,Bengaluru,Furniture,Chair,4,58299,5,221536.2,148403.44,73132.76,Cash,2,8
1179,2025-06-28,Mumbai,Electronics,Mobile,2,13616,20,21785.6,13715.62,8069.98,Card,5,4
1180,2025-06-29,Surat,Furniture,Chair,6,25970,5,148029.0,103362.57,44666.43,UPI,1,7
1181,2025-06-30,Surat,Electronics,Smart Watch,3,42844,10,115678.8,75280.91,40397.89,UPI,1,10
1182,2025-07-01,Delhi,Furniture,Table,1,43418,10,39076.2,29902.38,9173.82,Card,3,2
1183,2025-07-02,Delhi,Clothing,Jacket,7,52724,20,295254.4,256619.87,38634.53,Cash,4,7
1184,2025-07-03,Hyderabad,Furniture,Chair,3,39798,20,95515.2,57184.06,38331.14,Net Banking,5,5
1185,2025-07-04,Hyderabad,Electronics,Laptop,4,62129,5,236090.2,138178.43,97911.77,Card,4,5
1186,2025-07-05,Pune,Electronics,Smart Watch,2,66540,15,113118.0,72350.89,40767.11,Net Banking,4,6
1187,2025-07-06,Pune,Clothing,Shoes,7,28516,5,189631.4,152488.95,37142.45,Cash,3,9
1188,2025-07-07,Chennai,Furniture,Sofa,2,24460,20,39136.0,29646.97,9489.03,UPI,5,6
1189,2025-07-08,Bengaluru,Furniture,Chair,5,34091,25,127841.25,74886.14,52955.11,Cash,4,8
1190,2025-07-09,Hyderabad,Clothing,Shirt,2,68141,20,109025.6,95022.64,14002.96,Card,4,7
1191,2025-07-10,Delhi,Furniture,Sofa,5,36895,25,138356.25,114355.54,24000.71,UPI,2,9
1192,2025-07-11,Mumbai,Furniture,Sofa,6,23200,0,139200.0,77681.66,61518.34,Card,5,4
1193,2025-07-12,Delhi,Electronics,Smart Watch,7,35120,20,196672.0,153006.59,43665.41,Card,4,2
1194,2025-07-13,Bengaluru,Furniture,Bed,7,21059,0,147413.0,120869.27,26543.73,Cash,3,7
1195,2025-07-14,Pune,Furniture,Sofa,1,62142,15,52820.7,35973.66,16847.04,Card,2,6
1196,2025-07-15,Delhi,Clothing,Jacket,4,77039,5,292748.2,168073.34,124674.86,Cash,4,1
1197,2025-07-16,Chennai,Clothing,Jacket,5,22232,25,83370.0,48109.69,35260.31,UPI,4,9
1198,2025-07-17,Bengaluru,Grocery,Tea,1,30854,5,29311.3,17190.68,12120.62,Cash,3,9
1199,2025-07-18,Pune,Electronics,Smart Watch,2,14343,0,28686.0,24215.4,4470.6,UPI,5,2
1200,2025-07-19,Mumbai,Furniture,Chair,2,72226,25,108339.0,94118.44,14220.56,Cash,2,3
